family,genus,species,name,n
Andrenidae,Perdita,yosemitensis,Perdita_yosemitensis,168
Andrenidae,Perdita,zebrata,Perdita_zebrata,5258
Andrenidae,Perdita,zonalis,Perdita_zonalis,942
Andrenidae,Protandrena,abdominalis,Protandrena_abdominalis,575
Andrenidae,Protandrena,albitarus,Protandrena_albitarus,431
Andrenidae,Protandrena,amplipennis,Protandrena_amplipennis,17
Andrenidae,Protandrena,angusticeps,Protandrena_angusticeps,17
Andrenidae,Protandrena,bancrofti,Protandrena_bancrofti,344
Andrenidae,Protandrena,bicolor,Protandrena_bicolor,34
Andrenidae,Protandrena,boharti,Protandrena_boharti,24
Andrenidae,Protandrena,cockerelli,Protandrena_cockerelli,58
Andrenidae,Protandrena,durangoensis,Protandrena_durangoensis,4
Andrenidae,Protandrena,eclepta,Protandrena_eclepta,34
Andrenidae,Protandrena,euphorbiae,Protandrena_euphorbiae,23
Andrenidae,Protandrena,exigua,Protandrena_exigua,11
Andrenidae,Protandrena,foveata,Protandrena_foveata,15
Andrenidae,Protandrena,heteromorpha,Protandrena_heteromorpha,53
Andrenidae,Protandrena,hurdi,Protandrena_hurdi,34
Andrenidae,Protandrena,kansensis,Protandrena_kansensis,5
Andrenidae,Protandrena,mexicanorum,Protandrena_mexicanorum,743
Andrenidae,Protandrena,nudescens,Protandrena_nudescens,8
Andrenidae,Protandrena,pectidis,Protandrena_pectidis,11
Andrenidae,Protandrena,pernitens,Protandrena_pernitens,14
Andrenidae,Protandrena,punctulata,Protandrena_punctulata,7
Andrenidae,Protandrena,semilevis,Protandrena_semilevis,10
Andrenidae,Protandrena,sphaeralceae,Protandrena_sphaeralceae,56
Andrenidae,Protandrena,texana,Protandrena_texana,3
Andrenidae,Protandrena,tidestromiae,Protandrena_tidestromiae,63
Andrenidae,Protandrena,trifoliata,Protandrena_trifoliata,114
Andrenidae,Protandrena,unimaculata,Protandrena_unimaculata,4
Andrenidae,Protandrena,verbesinae,Protandrena_verbesinae,417
Andrenidae,Protandrena,xestops,Protandrena_xestops,116
Andrenidae,Protoxaea,gloriosa,Protoxaea_gloriosa,1974
Andrenidae,Pseudopanurgus,adjunctus,Pseudopanurgus_adjunctus,3
Andrenidae,Pseudopanurgus,aestivalis,Pseudopanurgus_aestivalis,144
Andrenidae,Pseudopanurgus,aestrivalis,Pseudopanurgus_aestrivalis,41
Andrenidae,Pseudopanurgus,aethiops,Pseudopanurgus_aethiops,557
Andrenidae,Pseudopanurgus,albitarsis,Pseudopanurgus_albitarsis,301
Andrenidae,Pseudopanurgus,amplipennis,Pseudopanurgus_amplipennis,9
Andrenidae,Pseudopanurgus,andrenoides,Pseudopanurgus_andrenoides,397
Andrenidae,Pseudopanurgus,aristatus,Pseudopanurgus_aristatus,36
Andrenidae,Pseudopanurgus,asperatus,Pseudopanurgus_asperatus,58
Andrenidae,Pseudopanurgus,atricornis,Pseudopanurgus_atricornis,184
Andrenidae,Pseudopanurgus,bakeri,Pseudopanurgus_bakeri,274
Andrenidae,Pseudopanurgus,barberi,Pseudopanurgus_barberi,41
Andrenidae,Pseudopanurgus,bidentis,Pseudopanurgus_bidentis,124
Andrenidae,Pseudopanurgus,bilobatus,Pseudopanurgus_bilobatus,8
Andrenidae,Pseudopanurgus,boylei,Pseudopanurgus_boylei,67
Andrenidae,Pseudopanurgus,californicus,Pseudopanurgus_californicus,112
Andrenidae,Pseudopanurgus,cameroni,Pseudopanurgus_cameroni,40
Andrenidae,Pseudopanurgus,cazieri,Pseudopanurgus_cazieri,11
Andrenidae,Pseudopanurgus,citripes,Pseudopanurgus_citripes,214
Andrenidae,Pseudopanurgus,communis,Pseudopanurgus_communis,20
Andrenidae,Pseudopanurgus,compositarum,Pseudopanurgus_compositarum,224
Andrenidae,Pseudopanurgus,confertus,Pseudopanurgus_confertus,41
Andrenidae,Pseudopanurgus,consors,Pseudopanurgus_consors,3
Andrenidae,Pseudopanurgus,crenulatus,Pseudopanurgus_crenulatus,491
Andrenidae,Pseudopanurgus,dicksoni,Pseudopanurgus_dicksoni,86
Andrenidae,Pseudopanurgus,didirupa,Pseudopanurgus_didirupa,53
Andrenidae,Pseudopanurgus,durangoensis,Pseudopanurgus_durangoensis,5
Andrenidae,Pseudopanurgus,euphorbiae,Pseudopanurgus_euphorbiae,57
Andrenidae,Pseudopanurgus,fasciatus,Pseudopanurgus_fasciatus,9
Andrenidae,Pseudopanurgus,flavotinctus,Pseudopanurgus_flavotinctus,64
Andrenidae,Pseudopanurgus,fraterculus,Pseudopanurgus_fraterculus,777
Andrenidae,Pseudopanurgus,friesei,Pseudopanurgus_friesei,4
Andrenidae,Pseudopanurgus,fuliginosus,Pseudopanurgus_fuliginosus,3
Andrenidae,Pseudopanurgus,fulvicornis,Pseudopanurgus_fulvicornis,13
Andrenidae,Pseudopanurgus,fuscicornis,Pseudopanurgus_fuscicornis,3
Andrenidae,Pseudopanurgus,gracilis,Pseudopanurgus_gracilis,4
Andrenidae,Pseudopanurgus,helianthi,Pseudopanurgus_helianthi,16
Andrenidae,Pseudopanurgus,illinoiensis,Pseudopanurgus_illinoiensis,211
Andrenidae,Pseudopanurgus,illustris,Pseudopanurgus_illustris,45
Andrenidae,Pseudopanurgus,irregularis,Pseudopanurgus_irregularis,12
Andrenidae,Pseudopanurgus,labrosiformis,Pseudopanurgus_labrosiformis,10
Andrenidae,Pseudopanurgus,labrosifromis,Pseudopanurgus_labrosifromis,26
Andrenidae,Pseudopanurgus,labrosus,Pseudopanurgus_labrosus,148
Andrenidae,Pseudopanurgus,leucopterus,Pseudopanurgus_leucopterus,6
Andrenidae,Pseudopanurgus,lugubris,Pseudopanurgus_lugubris,11
Andrenidae,Pseudopanurgus,maximina,Pseudopanurgus_maximina,4
Andrenidae,Pseudopanurgus,mexicanus,Pseudopanurgus_mexicanus,213
Andrenidae,Pseudopanurgus,mundus,Pseudopanurgus_mundus,3
Andrenidae,Pseudopanurgus,nanulus,Pseudopanurgus_nanulus,852
Andrenidae,Pseudopanurgus,nebrascensis,Pseudopanurgus_nebrascensis,7
Andrenidae,Pseudopanurgus,neomexicanus,Pseudopanurgus_neomexicanus,190
Andrenidae,Pseudopanurgus,occidus,Pseudopanurgus_occidus,8
Andrenidae,Pseudopanurgus,occiduus,Pseudopanurgus_occiduus,102
Andrenidae,Pseudopanurgus,ornatipes,Pseudopanurgus_ornatipes,88
Andrenidae,Pseudopanurgus,parvulus,Pseudopanurgus_parvulus,100
Andrenidae,Pseudopanurgus,parvus,Pseudopanurgus_parvus,43
Andrenidae,Pseudopanurgus,passiflorae,Pseudopanurgus_passiflorae,23
Andrenidae,Pseudopanurgus,pauper,Pseudopanurgus_pauper,47
Andrenidae,Pseudopanurgus,pectidellus,Pseudopanurgus_pectidellus,79
Andrenidae,Pseudopanurgus,pectiphilus,Pseudopanurgus_pectiphilus,179
Andrenidae,Pseudopanurgus,perarmatus,Pseudopanurgus_perarmatus,103
Andrenidae,Pseudopanurgus,perpunctatus,Pseudopanurgus_perpunctatus,12
Andrenidae,Pseudopanurgus,piercei,Pseudopanurgus_piercei,32
Andrenidae,Pseudopanurgus,porterae,Pseudopanurgus_porterae,31
Andrenidae,Pseudopanurgus,renimaculatus,Pseudopanurgus_renimaculatus,104
Andrenidae,Pseudopanurgus,rudbeckiae,Pseudopanurgus_rudbeckiae,158
Andrenidae,Pseudopanurgus,rugosus,Pseudopanurgus_rugosus,93
Andrenidae,Pseudopanurgus,simulans,Pseudopanurgus_simulans,36
Andrenidae,Pseudopanurgus,solidaginis,Pseudopanurgus_solidaginis,78
Andrenidae,Pseudopanurgus,subglaber,Pseudopanurgus_subglaber,33
Andrenidae,Pseudopanurgus,texanus,Pseudopanurgus_texanus,10
Andrenidae,Pseudopanurgus,tomentosus,Pseudopanurgus_tomentosus,132
Andrenidae,Pseudopanurgus,townsendi,Pseudopanurgus_townsendi,43
Andrenidae,Pseudopanurgus,trimaculatus,Pseudopanurgus_trimaculatus,6
Andrenidae,Pseudopanurgus,velutinus,Pseudopanurgus_velutinus,62
Andrenidae,Pseudopanurgus,verticalis,Pseudopanurgus_verticalis,60
Andrenidae,Pseudopanurgus,virginicus,Pseudopanurgus_virginicus,4
Apidae,Agapanthinus,callophilus,Agapanthinus_callophilus,3
Apidae,Amegilla,cingulata,Amegilla_cingulata,262
Apidae,Ancyloscelis,apiformis,Ancyloscelis_apiformis,1647
Apidae,Ancyloscelis,hertigi,Ancyloscelis_hertigi,5
Apidae,Ancyloscelis,melanostomus,Ancyloscelis_melanostomus,89
Apidae,Ancyloscelis,sejunctus,Ancyloscelis_sejunctus,12
Apidae,Ancyloscelis,wheeleri,Ancyloscelis_wheeleri,64
Apidae,Anthophora,abroniae,Anthophora_abroniae,225
Apidae,Anthophora,abrupta,Anthophora_abrupta,710
Apidae,Anthophora,affabilis,Anthophora_affabilis,1048
Apidae,Anthophora,albata,Anthophora_albata,345
Apidae,Anthophora,boharti,Anthophora_boharti,5
Apidae,Anthophora,bomboides,Anthophora_bomboides,955
Apidae,Anthophora,californica,Anthophora_californica,2589
Apidae,Anthophora,capistrata,Anthophora_capistrata,58
Apidae,Anthophora,centriformis,Anthophora_centriformis,482
Apidae,Anthophora,cockerelli,Anthophora_cockerelli,334
Apidae,Anthophora,columbariae,Anthophora_columbariae,166
Apidae,Anthophora,coptognatha,Anthophora_coptognatha,144
Apidae,Anthophora,crotchii,Anthophora_crotchii,293
Apidae,Anthophora,curta,Anthophora_curta,1652
Apidae,Anthophora,dammersi,Anthophora_dammersi,205
Apidae,Anthophora,edwardsii,Anthophora_edwardsii,655
Apidae,Anthophora,erythrothorax,Anthophora_erythrothorax,24
Apidae,Anthophora,estebana,Anthophora_estebana,175
Apidae,Anthophora,exigua,Anthophora_exigua,334
Apidae,Anthophora,fedorica,Anthophora_fedorica,89
Apidae,Anthophora,flavocincta,Anthophora_flavocincta,363
Apidae,Anthophora,flexipes,Anthophora_flexipes,694
Apidae,Anthophora,forbesi,Anthophora_forbesi,44
Apidae,Anthophora,fulvicauda,Anthophora_fulvicauda,91
Apidae,Anthophora,furcata,Anthophora_furcata,120
Apidae,Anthophora,hilaris,Anthophora_hilaris,73
Apidae,Anthophora,hispaniola,Anthophora_hispaniola,3
Apidae,Anthophora,hololeuca,Anthophora_hololeuca,920
Apidae,Anthophora,lesquerellae,Anthophora_lesquerellae,380
Apidae,Anthophora,linsleyi,Anthophora_linsleyi,70
Apidae,Anthophora,maculifrons,Anthophora_maculifrons,349
Apidae,Anthophora,marginata,Anthophora_marginata,299
Apidae,Anthophora,montana,Anthophora_montana,1136
Apidae,Anthophora,mortuaria,Anthophora_mortuaria,238
Apidae,Anthophora,neglecta,Anthophora_neglecta,472
Apidae,Anthophora,occidentalis,Anthophora_occidentalis,407
Apidae,Anthophora,pachyodonta,Anthophora_pachyodonta,147
Apidae,Anthophora,pacifica,Anthophora_pacifica,497
Apidae,Anthophora,peritomae,Anthophora_peritomae,677
Apidae,Anthophora,petrophila,Anthophora_petrophila,2900
Apidae,Anthophora,phaceliae,Anthophora_phaceliae,94
Apidae,Anthophora,phenax,Anthophora_phenax,220
Apidae,Anthophora,platti,Anthophora_platti,205
Apidae,Anthophora,porterae,Anthophora_porterae,674
Apidae,Anthophora,pueblo,Anthophora_pueblo,8
Apidae,Anthophora,rhodothorax,Anthophora_rhodothorax,79
Apidae,Anthophora,salazariae,Anthophora_salazariae,96
Apidae,Anthophora,signata,Anthophora_signata,60
Apidae,Anthophora,squammulosa,Anthophora_squammulosa,600
Apidae,Anthophora,terminalis,Anthophora_terminalis,2148
Apidae,Anthophora,tricolor,Anthophora_tricolor,200
Apidae,Anthophora,urbana,Anthophora_urbana,9212
Apidae,Anthophora,ursina,Anthophora_ursina,565
Apidae,Anthophora,vallorum,Anthophora_vallorum,102
Apidae,Anthophora,vannigera,Anthophora_vannigera,215
Apidae,Anthophora,villosula,Anthophora_villosula,80
Apidae,Anthophora,walshii,Anthophora_walshii,293
Apidae,Anthophorula,albata,Anthophorula_albata,460
Apidae,Anthophorula,albicans,Anthophorula_albicans,138
Apidae,Anthophorula,albovestita,Anthophorula_albovestita,12
Apidae,Anthophorula,asteris,Anthophorula_asteris,10
Apidae,Anthophorula,cerei,Anthophorula_cerei,6
Apidae,Anthophorula,chionura,Anthophorula_chionura,69
Apidae,Anthophorula,chlorina,Anthophorula_chlorina,3
Apidae,Anthophorula,compactula,Anthophorula_compactula,2566
Apidae,Anthophorula,completa,Anthophorula_completa,486
Apidae,Anthophorula,consobrina,Anthophorula_consobrina,729
Apidae,Anthophorula,cornigera,Anthophorula_cornigera,28
Apidae,Anthophorula,crenulata,Anthophorula_crenulata,215
Apidae,Anthophorula,deserticola,Anthophorula_deserticola,81
Apidae,Anthophorula,eriogoni,Anthophorula_eriogoni,156
Apidae,Anthophorula,euphorbiae,Anthophorula_euphorbiae,213
Apidae,Anthophorula,exilis,Anthophorula_exilis,16
Apidae,Anthophorula,gutierreziae,Anthophorula_gutierreziae,14
Apidae,Anthophorula,interrupta,Anthophorula_interrupta,27
Apidae,Anthophorula,levigata,Anthophorula_levigata,12
Apidae,Anthophorula,micheneri,Anthophorula_micheneri,119
Apidae,Anthophorula,morgani,Anthophorula_morgani,31
Apidae,Anthophorula,nitens,Anthophorula_nitens,136
Apidae,Anthophorula,pallidicornis,Anthophorula_pallidicornis,5
Apidae,Anthophorula,palmarum,Anthophorula_palmarum,178
Apidae,Anthophorula,parva,Anthophorula_parva,244
Apidae,Anthophorula,pygmaea,Anthophorula_pygmaea,194
Apidae,Anthophorula,rozeni,Anthophorula_rozeni,87
Apidae,Anthophorula,rufiventris,Anthophorula_rufiventris,438
Apidae,Anthophorula,scapalis,Anthophorula_scapalis,21
Apidae,Anthophorula,serrata,Anthophorula_serrata,87
Apidae,Anthophorula,sidae,Anthophorula_sidae,132
Apidae,Anthophorula,texana,Anthophorula_texana,135
Apidae,Anthophorula,torticornis,Anthophorula_torticornis,37
Apidae,Anthophorula,tricinctula,Anthophorula_tricinctula,14
Apidae,Anthophorula,varleyi,Anthophorula_varleyi,7
Apidae,Bombus,affinis,Bombus_affinis,6471
Apidae,Bombus,americanorum,Bombus_americanorum,85
Apidae,Bombus,appositus,Bombus_appositus,3739
Apidae,Bombus,ashtoni,Bombus_ashtoni,1586
Apidae,Bombus,auricomus,Bombus_auricomus,3808
Apidae,Bombus,balteatus,Bombus_balteatus,1174
Apidae,Bombus,barbutellus,Bombus_barbutellus,4
Apidae,Bombus,bifarius,Bombus_bifarius,25327
Apidae,Bombus,bimaculatus,Bombus_bimaculatus,15180
Apidae,Bombus,bohemicus,Bombus_bohemicus,600
Apidae,Bombus,borealis,Bombus_borealis,4143
Apidae,Bombus,brachycephalus,Bombus_brachycephalus,229
Apidae,Bombus,californicus,Bombus_californicus,4775
Apidae,Bombus,caliginosus,Bombus_caliginosus,2400
Apidae,Bombus,campestris,Bombus_campestris,34
Apidae,Bombus,centralis,Bombus_centralis,6946
Apidae,Bombus,citrinus,Bombus_citrinus,3344
Apidae,Bombus,cockerelli,Bombus_cockerelli,26
Apidae,Bombus,crotchii,Bombus_crotchii,1988
Apidae,Bombus,cryptarum,Bombus_cryptarum,1162
Apidae,Bombus,digressus,Bombus_digressus,3
Apidae,Bombus,diligens,Bombus_diligens,525
Apidae,Bombus,distinguendus,Bombus_distinguendus,7
Apidae,Bombus,edwardsii,Bombus_edwardsii,114
Apidae,Bombus,ephippiatus,Bombus_ephippiatus,4800
Apidae,Bombus,excellens,Bombus_excellens,6
Apidae,Bombus,fernaldae,Bombus_fernaldae,1563
Apidae,Bombus,fervidus,Bombus_fervidus,14738
Apidae,Bombus,flavidus,Bombus_flavidus,787
Apidae,Bombus,flavifrons,Bombus_flavifrons,13966
Apidae,Bombus,franklini,Bombus_franklini,33
Apidae,Bombus,fraternus,Bombus_fraternus,1494
Apidae,Bombus,frigidus,Bombus_frigidus,6371
Apidae,Bombus,griseocollis,Bombus_griseocollis,23846
Apidae,Bombus,haueri,Bombus_haueri,96
Apidae,Bombus,hortulanus,Bombus_hortulanus,4
Apidae,Bombus,huntii,Bombus_huntii,9721
Apidae,Bombus,hyperboreus,Bombus_hyperboreus,134
Apidae,Bombus,impatiens,Bombus_impatiens,57154
Apidae,Bombus,insularis,Bombus_insularis,5709
Apidae,Bombus,jonellus,Bombus_jonellus,4643
Apidae,Bombus,kirbiellus,Bombus_kirbiellus,439
Apidae,Bombus,kluanensis,Bombus_kluanensis,9
Apidae,Bombus,lapponicus,Bombus_lapponicus,5071
Apidae,Bombus,lucorum,Bombus_lucorum,465
Apidae,Bombus,macgregori,Bombus_macgregori,11
Apidae,Bombus,medius,Bombus_medius,1642
Apidae,Bombus,melaleucus,Bombus_melaleucus,34
Apidae,Bombus,melanopygus,Bombus_melanopygus,16625
Apidae,Bombus,mexicanus,Bombus_mexicanus,715
Apidae,Bombus,mixtus,Bombus_mixtus,11472
Apidae,Bombus,modestus,Bombus_modestus,49
Apidae,Bombus,morrisoni,Bombus_morrisoni,5665
Apidae,Bombus,natvigi,Bombus_natvigi,35
Apidae,Bombus,neoboreus,Bombus_neoboreus,160
Apidae,Bombus,nevadensis,Bombus_nevadensis,3660
Apidae,Bombus,occidentalis,Bombus_occidentalis,18157
Apidae,Bombus,pascuorum,Bombus_pascuorum,6
Apidae,Bombus,pensylvanicus,Bombus_pensylvanicus,30229
Apidae,Bombus,perplexus,Bombus_perplexus,7428
Apidae,Bombus,polaris,Bombus_polaris,768
Apidae,Bombus,pullatus,Bombus_pullatus,459
Apidae,Bombus,robustus,Bombus_robustus,114
Apidae,Bombus,rubicundus,Bombus_rubicundus,77
Apidae,Bombus,rufocinctus,Bombus_rufocinctus,9880
Apidae,Bombus,sandersoni,Bombus_sandersoni,1292
Apidae,Bombus,separatus,Bombus_separatus,57
Apidae,Bombus,sitkensis,Bombus_sitkensis,2475
Apidae,Bombus,sonorus,Bombus_sonorus,4543
Apidae,Bombus,steindachneri,Bombus_steindachneri,924
Apidae,Bombus,suckleyi,Bombus_suckleyi,1640
Apidae,Bombus,sylvicola,Bombus_sylvicola,4334
Apidae,Bombus,ternarius,Bombus_ternarius,17337
Apidae,Bombus,terrestris,Bombus_terrestris,14
Apidae,Bombus,terricola,Bombus_terricola,18283
Apidae,Bombus,transversalis,Bombus_transversalis,26
Apidae,Bombus,trinominatus,Bombus_trinominatus,6
Apidae,Bombus,tucumanus,Bombus_tucumanus,10
Apidae,Bombus,ussurensis,Bombus_ussurensis,13
Apidae,Bombus,vagans,Bombus_vagans,18768
Apidae,Bombus,vancouverensis,Bombus_vancouverensis,3630
Apidae,Bombus,vandykei,Bombus_vandykei,1425
Apidae,Bombus,variabilis,Bombus_variabilis,920
Apidae,Bombus,vestalis,Bombus_vestalis,49
Apidae,Bombus,volucelloides,Bombus_volucelloides,93
Apidae,Bombus,vosnesenskii,Bombus_vosnesenskii,26759
Apidae,Bombus,weisi,Bombus_weisi,402
Apidae,Bombus,wilmattae,Bombus_wilmattae,172
Apidae,Bombus,zonatus,Bombus_zonatus,14
Apidae,Brachynomada,annectens,Brachynomada_annectens,8
Apidae,Brachynomada,chica,Brachynomada_chica,44
Apidae,Brachynomada,grindeliae,Brachynomada_grindeliae,10
Apidae,Brachynomada,margaretae,Brachynomada_margaretae,60
Apidae,Brachynomada,melanantha,Brachynomada_melanantha,4
Apidae,Brachynomada,nimia,Brachynomada_nimia,6
Apidae,Brachynomada,sidaefloris,Brachynomada_sidaefloris,23
Apidae,Cemolobus,ipomoeae,Cemolobus_ipomoeae,92
Apidae,Centris,adani,Centris_adani,97
Apidae,Centris,aethiocesta,Centris_aethiocesta,23
Apidae,Centris,aethiops,Centris_aethiops,4
Apidae,Centris,aethyctera,Centris_aethyctera,243
Apidae,Centris,agameta,Centris_agameta,31
Apidae,Centris,agilis,Centris_agilis,15
Apidae,Centris,agiloides,Centris_agiloides,11
Apidae,Centris,analis,Centris_analis,738
Apidae,Centris,angustifrons,Centris_angustifrons,3
Apidae,Centris,anomala,Centris_anomala,9
Apidae,Centris,aterrima,Centris_aterrima,31
Apidae,Centris,atra,Centris_atra,97
Apidae,Centris,atripes,Centris_atripes,1170
Apidae,Centris,bicornuta,Centris_bicornuta,16
Apidae,Centris,caesalpiniae,Centris_caesalpiniae,732
Apidae,Centris,californica,Centris_californica,24
Apidae,Centris,carolae,Centris_carolae,3
Apidae,Centris,carrikeri,Centris_carrikeri,3
Apidae,Centris,cineraria,Centris_cineraria,325
Apidae,Centris,cockerelli,Centris_cockerelli,804
Apidae,Centris,decolorata,Centris_decolorata,116
Apidae,Centris,dentata,Centris_dentata,20
Apidae,Centris,derasa,Centris_derasa,20
Apidae,Centris,dichrootricha,Centris_dichrootricha,6
Apidae,Centris,eisenii,Centris_eisenii,132
Apidae,Centris,errans,Centris_errans,44
Apidae,Centris,eurypatana,Centris_eurypatana,115
Apidae,Centris,fasciata,Centris_fasciata,174
Apidae,Centris,ferrisi,Centris_ferrisi,7
Apidae,Centris,festiva,Centris_festiva,22
Apidae,Centris,flavifrons,Centris_flavifrons,108
Apidae,Centris,flavofasciata,Centris_flavofasciata,183
Apidae,Centris,fuscata,Centris_fuscata,101
Apidae,Centris,gelida,Centris_gelida,4
Apidae,Centris,haemorrhoidalis,Centris_haemorrhoidalis,28
Apidae,Centris,heithausi,Centris_heithausi,36
Apidae,Centris,hoffmanseggiae,Centris_hoffmanseggiae,342
Apidae,Centris,labiata,Centris_labiata,15
Apidae,Centris,laevibullata,Centris_laevibullata,4
Apidae,Centris,lanipes,Centris_lanipes,21
Apidae,Centris,lanosa,Centris_lanosa,189
Apidae,Centris,longimana,Centris_longimana,10
Apidae,Centris,lutea,Centris_lutea,16
Apidae,Centris,meaculpa,Centris_meaculpa,5
Apidae,Centris,mexicana,Centris_mexicana,87
Apidae,Centris,nigrocaerulea,Centris_nigrocaerulea,261
Apidae,Centris,nitida,Centris_nitida,695
Apidae,Centris,niveofasciata,Centris_niveofasciata,3
Apidae,Centris,obscurior,Centris_obscurior,26
Apidae,Centris,obsoleta,Centris_obsoleta,32
Apidae,Centris,pallida,Centris_pallida,547
Apidae,Centris,poecila,Centris_poecila,96
Apidae,Centris,rhodopus,Centris_rhodopus,1847
Apidae,Centris,ruthannae,Centris_ruthannae,16
Apidae,Centris,satana,Centris_satana,4
Apidae,Centris,sericea,Centris_sericea,11
Apidae,Centris,smithii,Centris_smithii,3
Apidae,Centris,terminata,Centris_terminata,58
Apidae,Centris,tiburonensis,Centris_tiburonensis,194
Apidae,Centris,transversa,Centris_transversa,140
Apidae,Centris,trigonoides,Centris_trigonoides,907
Apidae,Centris,varia,Centris_varia,901
Apidae,Centris,versicolor,Centris_versicolor,40
Apidae,Centris,vidua,Centris_vidua,17
Apidae,Centris,vittata,Centris_vittata,53
Apidae,Centris,xochipillii,Centris_xochipillii,14
Apidae,Centris,zacateca,Centris_zacateca,53
Apidae,Cephalotrigona,capitata,Cephalotrigona_capitata,21
Apidae,Cephalotrigona,eburneiventer,Cephalotrigona_eburneiventer,110
Apidae,Cephalotrigona,zexmeniae,Cephalotrigona_zexmeniae,1129
Apidae,Ceratina,abdominalis,Ceratina_abdominalis,22
Apidae,Ceratina,acantha,Ceratina_acantha,2137
Apidae,Ceratina,apacheorum,Ceratina_apacheorum,3006
Apidae,Ceratina,arizonensis,Ceratina_arizonensis,1335
Apidae,Ceratina,azteca,Ceratina_azteca,18
Apidae,Ceratina,buscki,Ceratina_buscki,189
Apidae,Ceratina,calcarata,Ceratina_calcarata,18848
Apidae,Ceratina,capitosa,Ceratina_capitosa,179
Apidae,Ceratina,chloris,Ceratina_chloris,19
Apidae,Ceratina,cobaltina,Ceratina_cobaltina,55
Apidae,Ceratina,cockerelli,Ceratina_cockerelli,258
Apidae,Ceratina,cyaniventris,Ceratina_cyaniventris,142
Apidae,Ceratina,dentipes,Ceratina_dentipes,143
Apidae,Ceratina,diodonta,Ceratina_diodonta,123
Apidae,Ceratina,dupla,Ceratina_dupla,5450
Apidae,Ceratina,eximia,Ceratina_eximia,120
Apidae,Ceratina,floridana,Ceratina_floridana,65
Apidae,Ceratina,guarnacciana,Ceratina_guarnacciana,76
Apidae,Ceratina,hurdi,Ceratina_hurdi,23
Apidae,Ceratina,ignara,Ceratina_ignara,425
Apidae,Ceratina,kraussi,Ceratina_kraussi,8
Apidae,Ceratina,melanoptera,Ceratina_melanoptera,60
Apidae,Ceratina,mexicana,Ceratina_mexicana,28
Apidae,Ceratina,micheneri,Ceratina_micheneri,8
Apidae,Ceratina,mikmaqi,Ceratina_mikmaqi,828
Apidae,Ceratina,nanula,Ceratina_nanula,8028
Apidae,Ceratina,nautlana,Ceratina_nautlana,762
Apidae,Ceratina,neomexicana,Ceratina_neomexicana,1346
Apidae,Ceratina,pacifica,Ceratina_pacifica,1488
Apidae,Ceratina,placida,Ceratina_placida,4
Apidae,Ceratina,punctigena,Ceratina_punctigena,175
Apidae,Ceratina,rectangulifera,Ceratina_rectangulifera,33
Apidae,Ceratina,sequoiae,Ceratina_sequoiae,414
Apidae,Ceratina,shinnersi,Ceratina_shinnersi,110
Apidae,Ceratina,smaragdula,Ceratina_smaragdula,494
Apidae,Ceratina,strenua,Ceratina_strenua,13859
Apidae,Ceratina,tejonensis,Ceratina_tejonensis,113
Apidae,Ceratina,timberlakei,Ceratina_timberlakei,84
Apidae,Ceratina,tricolor,Ceratina_tricolor,20
Apidae,Ceratina,virescens,Ceratina_virescens,124
Apidae,Ceratina,viridicincta,Ceratina_viridicincta,16
Apidae,Ceratina,zeteki,Ceratina_zeteki,6
Apidae,Coelioxoides,punctipennis,Coelioxoides_punctipennis,49
Apidae,Ctenioschelus,goryi,Ctenioschelus_goryi,4
Apidae,Deltoptila,aurulentocaudata,Deltoptila_aurulentocaudata,26
Apidae,Deltoptila,badia,Deltoptila_badia,44
Apidae,Deltoptila,elefas,Deltoptila_elefas,308
Apidae,Deltoptila,fulva,Deltoptila_fulva,10
Apidae,Diadasia,afflicta,Diadasia_afflicta,458
Apidae,Diadasia,afflictula,Diadasia_afflictula,141
Apidae,Diadasia,angusticeps,Diadasia_angusticeps,408
Apidae,Diadasia,australis,Diadasia_australis,2544
Apidae,Diadasia,bituberculata,Diadasia_bituberculata,617
Apidae,Diadasia,consociata,Diadasia_consociata,167
Apidae,Diadasia,diminuta,Diadasia_diminuta,5756
Apidae,Diadasia,enavata,Diadasia_enavata,1748
Apidae,Diadasia,friesei,Diadasia_friesei,28
Apidae,Diadasia,knabiana,Diadasia_knabiana,29
Apidae,Diadasia,laticauda,Diadasia_laticauda,394
Apidae,Diadasia,lutzi,Diadasia_lutzi,1332
Apidae,Diadasia,martialis,Diadasia_martialis,219
Apidae,Diadasia,megamorpha,Diadasia_megamorpha,80
Apidae,Diadasia,nigrifrons,Diadasia_nigrifrons,352
Apidae,Diadasia,nitidifrons,Diadasia_nitidifrons,159
Apidae,Diadasia,ochracea,Diadasia_ochracea,2062
Apidae,Diadasia,olivacea,Diadasia_olivacea,662
Apidae,Diadasia,opuntiae,Diadasia_opuntiae,454
Apidae,Diadasia,palmarum,Diadasia_palmarum,42
Apidae,Diadasia,piercei,Diadasia_piercei,59
Apidae,Diadasia,rinconis,Diadasia_rinconis,5232
Apidae,Diadasia,sphaeralcearum,Diadasia_sphaeralcearum,364
Apidae,Diadasia,tropicalis,Diadasia_tropicalis,112
Apidae,Diadasia,tuberculifrons,Diadasia_tuberculifrons,168
Apidae,Diadasia,vallicola,Diadasia_vallicola,841
Apidae,Epeoloides,pilosulus,Epeoloides_pilosulus,39
Apidae,Epeolus,ainsliei,Epeolus_ainsliei,15
Apidae,Epeolus,americanus,Epeolus_americanus,51
