family,genus,species,name,n
Andrenidae,Acamptopoeum,colombiense,Acamptopoeum_colombiense,9
Andrenidae,Acamptopoeum,submetallicum,Acamptopoeum_submetallicum,9
Andrenidae,Ancylandrena,atoposoma,Ancylandrena_atoposoma,148
Andrenidae,Ancylandrena,koebelei,Ancylandrena_koebelei,11
Andrenidae,Ancylandrena,larreae,Ancylandrena_larreae,597
Andrenidae,Ancylandrena,rozeni,Ancylandrena_rozeni,20
Andrenidae,Ancylandrena,timberlakei,Ancylandrena_timberlakei,125
Andrenidae,Andrena,ablegata,Andrena_ablegata,163
Andrenidae,Andrena,accepta,Andrena_accepta,605
Andrenidae,Andrena,aculeata,Andrena_aculeata,4
Andrenidae,Andrena,aenotherae,Andrena_aenotherae,31
Andrenidae,Andrena,aerifera,Andrena_aerifera,17
Andrenidae,Andrena,afimbriata,Andrena_afimbriata,9
Andrenidae,Andrena,agoseridis,Andrena_agoseridis,375
Andrenidae,Andrena,alamonis,Andrena_alamonis,23
Andrenidae,Andrena,alceae,Andrena_alceae,3
Andrenidae,Andrena,algida,Andrena_algida,240
Andrenidae,Andrena,aliciae,Andrena_aliciae,202
Andrenidae,Andrena,aliciarum,Andrena_aliciarum,34
Andrenidae,Andrena,alleghaniensis,Andrena_alleghaniensis,403
Andrenidae,Andrena,amphibola,Andrena_amphibola,404
Andrenidae,Andrena,anatolis,Andrena_anatolis,144
Andrenidae,Andrena,andrenoides,Andrena_andrenoides,823
Andrenidae,Andrena,angelesia,Andrena_angelesia,32
Andrenidae,Andrena,angustella,Andrena_angustella,115
Andrenidae,Andrena,angusticrus,Andrena_angusticrus,15
Andrenidae,Andrena,angustitarsata,Andrena_angustitarsata,3622
Andrenidae,Andrena,anisochlora,Andrena_anisochlora,182
Andrenidae,Andrena,annectens,Andrena_annectens,27
Andrenidae,Andrena,anograe,Andrena_anograe,93
Andrenidae,Andrena,apacheorum,Andrena_apacheorum,98
Andrenidae,Andrena,apasta,Andrena_apasta,20
Andrenidae,Andrena,aquila,Andrena_aquila,10
Andrenidae,Andrena,arabis,Andrena_arabis,1386
Andrenidae,Andrena,arctostaphylae,Andrena_arctostaphylae,52
Andrenidae,Andrena,ardis,Andrena_ardis,8
Andrenidae,Andrena,arenicola,Andrena_arenicola,79
Andrenidae,Andrena,argemonis,Andrena_argemonis,266
Andrenidae,Andrena,asteris,Andrena_asteris,847
Andrenidae,Andrena,asteroides,Andrena_asteroides,38
Andrenidae,Andrena,astragali,Andrena_astragali,407
Andrenidae,Andrena,atlantica,Andrena_atlantica,139
Andrenidae,Andrena,atypica,Andrena_atypica,586
Andrenidae,Andrena,auricoma,Andrena_auricoma,692
Andrenidae,Andrena,aurihirta,Andrena_aurihirta,232
Andrenidae,Andrena,auripes,Andrena_auripes,3
Andrenidae,Andrena,avulsa,Andrena_avulsa,9
Andrenidae,Andrena,baeriae,Andrena_baeriae,227
Andrenidae,Andrena,balsamorhizae,Andrena_balsamorhizae,300
Andrenidae,Andrena,banksi,Andrena_banksi,342
Andrenidae,Andrena,barbara,Andrena_barbara,2028
Andrenidae,Andrena,barberi,Andrena_barberi,32
Andrenidae,Andrena,barbilabris,Andrena_barbilabris,936
Andrenidae,Andrena,beameri,Andrena_beameri,15
Andrenidae,Andrena,bellidoides,Andrena_bellidoides,13
Andrenidae,Andrena,bendensis,Andrena_bendensis,34
Andrenidae,Andrena,berberidis,Andrena_berberidis,16
Andrenidae,Andrena,berkeleyi,Andrena_berkeleyi,13
Andrenidae,Andrena,bernardina,Andrena_bernardina,23
Andrenidae,Andrena,biareola,Andrena_biareola,39
Andrenidae,Andrena,bicolor,Andrena_bicolor,6
Andrenidae,Andrena,bilimeki,Andrena_bilimeki,54
Andrenidae,Andrena,birtwelli,Andrena_birtwelli,684
Andrenidae,Andrena,bisalicis,Andrena_bisalicis,578
Andrenidae,Andrena,biscutellata,Andrena_biscutellata,4
Andrenidae,Andrena,blaisdelli,Andrena_blaisdelli,44
Andrenidae,Andrena,blennospermatis,Andrena_blennospermatis,7
Andrenidae,Andrena,bocensis,Andrena_bocensis,4
Andrenidae,Andrena,boronensis,Andrena_boronensis,36
Andrenidae,Andrena,braccata,Andrena_braccata,295
Andrenidae,Andrena,bradleyi,Andrena_bradleyi,389
Andrenidae,Andrena,brevicornis,Andrena_brevicornis,12
Andrenidae,Andrena,brevipalpis,Andrena_brevipalpis,699
Andrenidae,Andrena,brooksi,Andrena_brooksi,31
Andrenidae,Andrena,bruneri,Andrena_bruneri,136
Andrenidae,Andrena,buccata,Andrena_buccata,17
Andrenidae,Andrena,bucculenta,Andrena_bucculenta,37
Andrenidae,Andrena,buckelli,Andrena_buckelli,205
Andrenidae,Andrena,bullata,Andrena_bullata,29
Andrenidae,Andrena,burkelli,Andrena_burkelli,32
Andrenidae,Andrena,caerulea,Andrena_caerulea,969
Andrenidae,Andrena,californiensis,Andrena_californiensis,79
Andrenidae,Andrena,caliginosa,Andrena_caliginosa,9
Andrenidae,Andrena,calvata,Andrena_calvata,6
Andrenidae,Andrena,canadensis,Andrena_canadensis,383
Andrenidae,Andrena,candida,Andrena_candida,2205
Andrenidae,Andrena,candidiformis,Andrena_candidiformis,548
Andrenidae,Andrena,capricornis,Andrena_capricornis,77
Andrenidae,Andrena,carlini,Andrena_carlini,10025
Andrenidae,Andrena,carolina,Andrena_carolina,643
Andrenidae,Andrena,ceanothi,Andrena_ceanothi,661
Andrenidae,Andrena,cerasifolii,Andrena_cerasifolii,1544
Andrenidae,Andrena,cercocarpi,Andrena_cercocarpi,156
Andrenidae,Andrena,cerebrata,Andrena_cerebrata,5
Andrenidae,Andrena,chalybaea,Andrena_chalybaea,88
Andrenidae,Andrena,chalybioides,Andrena_chalybioides,57
Andrenidae,Andrena,chaparralensis,Andrena_chaparralensis,5
Andrenidae,Andrena,chapmanae,Andrena_chapmanae,261
Andrenidae,Andrena,cheyennorum,Andrena_cheyennorum,141
Andrenidae,Andrena,chlorogaster,Andrena_chlorogaster,1717
Andrenidae,Andrena,chlorosoma,Andrena_chlorosoma,134
Andrenidae,Andrena,chlorura,Andrena_chlorura,679
Andrenidae,Andrena,chromotricha,Andrena_chromotricha,121
Andrenidae,Andrena,chylismiae,Andrena_chylismiae,17
Andrenidae,Andrena,citrinihirta,Andrena_citrinihirta,52
Andrenidae,Andrena,clarkella,Andrena_clarkella,203
Andrenidae,Andrena,cleodora,Andrena_cleodora,660
Andrenidae,Andrena,coactipostica,Andrena_coactipostica,91
Andrenidae,Andrena,coconina,Andrena_coconina,9
Andrenidae,Andrena,colletina,Andrena_colletina,156
Andrenidae,Andrena,columbiana,Andrena_columbiana,359
Andrenidae,Andrena,commoda,Andrena_commoda,1477
Andrenidae,Andrena,compositarum,Andrena_compositarum,4
Andrenidae,Andrena,concinnula,Andrena_concinnula,451
Andrenidae,Andrena,confederata,Andrena_confederata,138
Andrenidae,Andrena,congrua,Andrena_congrua,90
Andrenidae,Andrena,coracina,Andrena_coracina,14
Andrenidae,Andrena,cornelli,Andrena_cornelli,207
Andrenidae,Andrena,coruscata,Andrena_coruscata,4
Andrenidae,Andrena,costillensis,Andrena_costillensis,190
Andrenidae,Andrena,cragini,Andrena_cragini,26
Andrenidae,Andrena,crataegi,Andrena_crataegi,6804
Andrenidae,Andrena,crawfordi,Andrena_crawfordi,180
Andrenidae,Andrena,cressonii,Andrena_cressonii,5269
Andrenidae,Andrena,crinita,Andrena_crinita,9
Andrenidae,Andrena,cristata,Andrena_cristata,380
Andrenidae,Andrena,cruciferarum,Andrena_cruciferarum,81
Andrenidae,Andrena,crudeni,Andrena_crudeni,553
Andrenidae,Andrena,cryptanthae,Andrena_cryptanthae,214
Andrenidae,Andrena,cuneilabris,Andrena_cuneilabris,461
Andrenidae,Andrena,cupreotincta,Andrena_cupreotincta,758
Andrenidae,Andrena,cyanophila,Andrena_cyanophila,516
Andrenidae,Andrena,cyanosoma,Andrena_cyanosoma,42
Andrenidae,Andrena,cymatilis,Andrena_cymatilis,13
Andrenidae,Andrena,daeckei,Andrena_daeckei,9
Andrenidae,Andrena,dapsilis,Andrena_dapsilis,20
Andrenidae,Andrena,declinis,Andrena_declinis,3
Andrenidae,Andrena,decolorata,Andrena_decolorata,6
Andrenidae,Andrena,deserticola,Andrena_deserticola,10
Andrenidae,Andrena,dimorpha,Andrena_dimorpha,18
Andrenidae,Andrena,discreta,Andrena_discreta,61
Andrenidae,Andrena,dissimulans,Andrena_dissimulans,63
Andrenidae,Andrena,dissona,Andrena_dissona,3
Andrenidae,Andrena,distans,Andrena_distans,287
Andrenidae,Andrena,dolomellea,Andrena_dolomellea,27
Andrenidae,Andrena,dolosa,Andrena_dolosa,8
Andrenidae,Andrena,dreisbachorum,Andrena_dreisbachorum,5
Andrenidae,Andrena,duboisi,Andrena_duboisi,144
Andrenidae,Andrena,dunningi,Andrena_dunningi,753
Andrenidae,Andrena,duplicata,Andrena_duplicata,13
Andrenidae,Andrena,durangoensis,Andrena_durangoensis,3
Andrenidae,Andrena,edwardsi,Andrena_edwardsi,252
Andrenidae,Andrena,eothina,Andrena_eothina,17
Andrenidae,Andrena,erigeniae,Andrena_erigeniae,14041
Andrenidae,Andrena,erythrogaster,Andrena_erythrogaster,1391
Andrenidae,Andrena,erythronii,Andrena_erythronii,379
Andrenidae,Andrena,escondida,Andrena_escondida,39
Andrenidae,Andrena,evoluta,Andrena_evoluta,546
Andrenidae,Andrena,faceta,Andrena_faceta,9
Andrenidae,Andrena,fenningeri,Andrena_fenningeri,233
Andrenidae,Andrena,ferrugineipes,Andrena_ferrugineipes,20
Andrenidae,Andrena,flandersi,Andrena_flandersi,48
Andrenidae,Andrena,flavipes,Andrena_flavipes,4
Andrenidae,Andrena,flexa,Andrena_flexa,30
Andrenidae,Andrena,flocculosa,Andrena_flocculosa,24
Andrenidae,Andrena,forbesii,Andrena_forbesii,2378
Andrenidae,Andrena,foxii,Andrena_foxii,24
Andrenidae,Andrena,fracta,Andrena_fracta,706
Andrenidae,Andrena,fragariana,Andrena_fragariana,5
Andrenidae,Andrena,fragilis,Andrena_fragilis,875
Andrenidae,Andrena,frigida,Andrena_frigida,1132
Andrenidae,Andrena,fucata,Andrena_fucata,9
Andrenidae,Andrena,fulminea,Andrena_fulminea,118
Andrenidae,Andrena,fulvipennis,Andrena_fulvipennis,196
Andrenidae,Andrena,fumosa,Andrena_fumosa,12
Andrenidae,Andrena,furva,Andrena_furva,13
Andrenidae,Andrena,fuscicauda,Andrena_fuscicauda,117
Andrenidae,Andrena,gardineri,Andrena_gardineri,270
Andrenidae,Andrena,geranii,Andrena_geranii,502
Andrenidae,Andrena,gibberis,Andrena_gibberis,22
Andrenidae,Andrena,gnaphalii,Andrena_gnaphalii,106
Andrenidae,Andrena,gordoni,Andrena_gordoni,17
Andrenidae,Andrena,grindeliae,Andrena_grindeliae,8
Andrenidae,Andrena,hallii,Andrena_hallii,284
Andrenidae,Andrena,hamulata,Andrena_hamulata,33
Andrenidae,Andrena,hastulata,Andrena_hastulata,17
Andrenidae,Andrena,haynesi,Andrena_haynesi,231
Andrenidae,Andrena,helianthi,Andrena_helianthi,951
Andrenidae,Andrena,hemileuca,Andrena_hemileuca,123
Andrenidae,Andrena,heraclei,Andrena_heraclei,140
Andrenidae,Andrena,hermosa,Andrena_hermosa,7
Andrenidae,Andrena,hicksi,Andrena_hicksi,70
Andrenidae,Andrena,hilaris,Andrena_hilaris,138
Andrenidae,Andrena,hippotes,Andrena_hippotes,2410
Andrenidae,Andrena,hirticincta,Andrena_hirticincta,1489
Andrenidae,Andrena,hurdi,Andrena_hurdi,11
Andrenidae,Andrena,hypoleuca,Andrena_hypoleuca,85
Andrenidae,Andrena,ilicis,Andrena_ilicis,259
Andrenidae,Andrena,illini,Andrena_illini,723
Andrenidae,Andrena,illinoiensis,Andrena_illinoiensis,2143
Andrenidae,Andrena,illustris,Andrena_illustris,17
Andrenidae,Andrena,imitatrix,Andrena_imitatrix,4987
Andrenidae,Andrena,impolita,Andrena_impolita,106
Andrenidae,Andrena,inculta,Andrena_inculta,6
Andrenidae,Andrena,integra,Andrena_integra,256
Andrenidae,Andrena,irrasus,Andrena_irrasus,46
Andrenidae,Andrena,ishii,Andrena_ishii,47
Andrenidae,Andrena,isocomae,Andrena_isocomae,106
Andrenidae,Andrena,jessicae,Andrena_jessicae,21
Andrenidae,Andrena,kaibabensis,Andrena_kaibabensis,61
Andrenidae,Andrena,kalmiae,Andrena_kalmiae,12
Andrenidae,Andrena,knuthiana,Andrena_knuthiana,249
Andrenidae,Andrena,krigiana,Andrena_krigiana,284
Andrenidae,Andrena,kristina,Andrena_kristina,31
Andrenidae,Andrena,labergei,Andrena_labergei,19
Andrenidae,Andrena,lamelliterga,Andrena_lamelliterga,35
Andrenidae,Andrena,laminibucca,Andrena_laminibucca,22
Andrenidae,Andrena,lanhami,Andrena_lanhami,8
Andrenidae,Andrena,latifrons,Andrena_latifrons,17
Andrenidae,Andrena,lativentris,Andrena_lativentris,32
Andrenidae,Andrena,lauracea,Andrena_lauracea,4
Andrenidae,Andrena,lauta,Andrena_lauta,31
Andrenidae,Andrena,lawrencei,Andrena_lawrencei,152
Andrenidae,Andrena,layiae,Andrena_layiae,27
Andrenidae,Andrena,lepidii,Andrena_lepidii,20
Andrenidae,Andrena,leucomystax,Andrena_leucomystax,22
Andrenidae,Andrena,levigata,Andrena_levigata,7
Andrenidae,Andrena,levipes,Andrena_levipes,70
Andrenidae,Andrena,lewisorum,Andrena_lewisorum,89
Andrenidae,Andrena,limatula,Andrena_limatula,67
Andrenidae,Andrena,linsleyana,Andrena_linsleyana,144
Andrenidae,Andrena,linsleyi,Andrena_linsleyi,214
Andrenidae,Andrena,livida,Andrena_livida,107
Andrenidae,Andrena,lomatii,Andrena_lomatii,37
Andrenidae,Andrena,longifovea,Andrena_longifovea,6
Andrenidae,Andrena,lupinorum,Andrena_lupinorum,1397
Andrenidae,Andrena,luteihirta,Andrena_luteihirta,17
Andrenidae,Andrena,mackieae,Andrena_mackieae,129
Andrenidae,Andrena,macoupinensis,Andrena_macoupinensis,331
Andrenidae,Andrena,macra,Andrena_macra,397
Andrenidae,Andrena,macswaini,Andrena_macswaini,7
Andrenidae,Andrena,malacothricidis,Andrena_malacothricidis,8
Andrenidae,Andrena,mandibularis,Andrena_mandibularis,531
Andrenidae,Andrena,manifesta,Andrena_manifesta,5
Andrenidae,Andrena,mariae,Andrena_mariae,878
Andrenidae,Andrena,medionitens,Andrena_medionitens,1004
Andrenidae,Andrena,melanochroa,Andrena_melanochroa,427
Andrenidae,Andrena,mellea,Andrena_mellea,278
Andrenidae,Andrena,melliventris,Andrena_melliventris,95
Andrenidae,Andrena,mendica,Andrena_mendica,6
Andrenidae,Andrena,mentzeliae,Andrena_mentzeliae,35
Andrenidae,Andrena,merriami,Andrena_merriami,648
Andrenidae,Andrena,mesillae,Andrena_mesillae,34
Andrenidae,Andrena,mesoleuca,Andrena_mesoleuca,12
Andrenidae,Andrena,mexicana,Andrena_mexicana,3
Andrenidae,Andrena,micheneri,Andrena_micheneri,19
Andrenidae,Andrena,microchlora,Andrena_microchlora,446
Andrenidae,Andrena,milwaukeensis,Andrena_milwaukeensis,1570
Andrenidae,Andrena,miniata,Andrena_miniata,17
Andrenidae,Andrena,miranda,Andrena_miranda,449
Andrenidae,Andrena,misella,Andrena_misella,47
Andrenidae,Andrena,miserabilis,Andrena_miserabilis,9147
Andrenidae,Andrena,mohavensis,Andrena_mohavensis,34
Andrenidae,Andrena,mojavensis,Andrena_mojavensis,14
Andrenidae,Andrena,monilicornis,Andrena_monilicornis,83
Andrenidae,Andrena,monoensis,Andrena_monoensis,22
Andrenidae,Andrena,monogonoparia,Andrena_monogonoparia,28
Andrenidae,Andrena,monticola,Andrena_monticola,79
Andrenidae,Andrena,moquiorum,Andrena_moquiorum,5
Andrenidae,Andrena,morrisonella,Andrena_morrisonella,357
Andrenidae,Andrena,murietae,Andrena_murietae,3
Andrenidae,Andrena,nasonii,Andrena_nasonii,7931
Andrenidae,Andrena,nemophilae,Andrena_nemophilae,122
Andrenidae,Andrena,neomexicana,Andrena_neomexicana,51
Andrenidae,Andrena,neonana,Andrena_neonana,69
Andrenidae,Andrena,nevadensis,Andrena_nevadensis,59
Andrenidae,Andrena,nida,Andrena_nida,78
Andrenidae,Andrena,nigerrima,Andrena_nigerrima,51
Andrenidae,Andrena,nigra,Andrena_nigra,1403
Andrenidae,Andrena,nigricula,Andrena_nigricula,285
Andrenidae,Andrena,nigrihirta,Andrena_nigrihirta,227
Andrenidae,Andrena,nigripes,Andrena_nigripes,283
Andrenidae,Andrena,nigrocaerulea,Andrena_nigrocaerulea,752
Andrenidae,Andrena,nigroclypeata,Andrena_nigroclypeata,52
Andrenidae,Andrena,nivalis,Andrena_nivalis,991
Andrenidae,Andrena,nothocalaidis,Andrena_nothocalaidis,117
Andrenidae,Andrena,nothoscordi,Andrena_nothoscordi,10
Andrenidae,Andrena,nubecula,Andrena_nubecula,1202
Andrenidae,Andrena,nuda,Andrena_nuda,858
Andrenidae,Andrena,obscuripennis,Andrena_obscuripennis,7
Andrenidae,Andrena,obscuripostica,Andrena_obscuripostica,57
Andrenidae,Andrena,oenotherae,Andrena_oenotherae,180
Andrenidae,Andrena,ofella,Andrena_ofella,29
Andrenidae,Andrena,olivacea,Andrena_olivacea,92
Andrenidae,Andrena,omninigra,Andrena_omninigra,322
Andrenidae,Andrena,orthocarpi,Andrena_orthocarpi,620
Andrenidae,Andrena,osmioides,Andrena_osmioides,103
Andrenidae,Andrena,pallidifovea,Andrena_pallidifovea,1091
Andrenidae,Andrena,pallidiscopa,Andrena_pallidiscopa,225
Andrenidae,Andrena,palpalis,Andrena_palpalis,279
Andrenidae,Andrena,papagorum,Andrena_papagorum,22
Andrenidae,Andrena,parachalybea,Andrena_parachalybea,13
Andrenidae,Andrena,patagiata,Andrena_patagiata,33
Andrenidae,Andrena,peckhami,Andrena_peckhami,22
Andrenidae,Andrena,pecosana,Andrena_pecosana,90
Andrenidae,Andrena,pectidis,Andrena_pectidis,11
Andrenidae,Andrena,penemisella,Andrena_penemisella,18
Andrenidae,Andrena,pensilis,Andrena_pensilis,269
Andrenidae,Andrena,perarmata,Andrena_perarmata,104
Andrenidae,Andrena,perimelas,Andrena_perimelas,65
Andrenidae,Andrena,perplexa,Andrena_perplexa,3769
Andrenidae,Andrena,perpunctata,Andrena_perpunctata,17
Andrenidae,Andrena,persimulata,Andrena_persimulata,260
Andrenidae,Andrena,personata,Andrena_personata,1753
Andrenidae,Andrena,pertristis,Andrena_pertristis,257
Andrenidae,Andrena,phaceliae,Andrena_phaceliae,32
Andrenidae,Andrena,pilipes,Andrena_pilipes,3
Andrenidae,Andrena,piperi,Andrena_piperi,2114
Andrenidae,Andrena,placata,Andrena_placata,427
Andrenidae,Andrena,plana,Andrena_plana,464
Andrenidae,Andrena,platyparia,Andrena_platyparia,380
Andrenidae,Andrena,platyrhina,Andrena_platyrhina,7
Andrenidae,Andrena,plebeia,Andrena_plebeia,40
Andrenidae,Andrena,plumiscopa,Andrena_plumiscopa,13
Andrenidae,Andrena,polemonii,Andrena_polemonii,76
Andrenidae,Andrena,porterae,Andrena_porterae,80
Andrenidae,Andrena,prima,Andrena_prima,165
Andrenidae,Andrena,primulifrons,Andrena_primulifrons,697
Andrenidae,Andrena,principalis,Andrena_principalis,153
Andrenidae,Andrena,prolixa,Andrena_prolixa,50
Andrenidae,Andrena,pruni,Andrena_pruni,1129
Andrenidae,Andrena,prunorum,Andrena_prunorum,3055
Andrenidae,Andrena,pulverea,Andrena_pulverea,83
Andrenidae,Andrena,puthua,Andrena_puthua,64
Andrenidae,Andrena,quadrilimbata,Andrena_quadrilimbata,85
Andrenidae,Andrena,quercina,Andrena_quercina,32
Andrenidae,Andrena,quintiliformis,Andrena_quintiliformis,622
Andrenidae,Andrena,quintilis,Andrena_quintilis,85
Andrenidae,Andrena,ramaleyi,Andrena_ramaleyi,153
Andrenidae,Andrena,rava,Andrena_rava,30
Andrenidae,Andrena,raveni,Andrena_raveni,16
Andrenidae,Andrena,reflexa,Andrena_reflexa,30
Andrenidae,Andrena,regularis,Andrena_regularis,294
Andrenidae,Andrena,rehni,Andrena_rehni,51
Andrenidae,Andrena,repanda,Andrena_repanda,3
Andrenidae,Andrena,ribblei,Andrena_ribblei,44
Andrenidae,Andrena,robertsonii,Andrena_robertsonii,872
Andrenidae,Andrena,robervalensis,Andrena_robervalensis,8
Andrenidae,Andrena,rozeni,Andrena_rozeni,59
Andrenidae,Andrena,rubens,Andrena_rubens,62
Andrenidae,Andrena,rubi,Andrena_rubi,64
Andrenidae,Andrena,rubrotincta,Andrena_rubrotincta,23
Andrenidae,Andrena,rudbeckiae,Andrena_rudbeckiae,313
Andrenidae,Andrena,ruficrus,Andrena_ruficrus,3
Andrenidae,Andrena,rufosignata,Andrena_rufosignata,415
Andrenidae,Andrena,rugosa,Andrena_rugosa,1200
Andrenidae,Andrena,runcinatae,Andrena_runcinatae,47
Andrenidae,Andrena,saccata,Andrena_saccata,127
Andrenidae,Andrena,sagittagalea,Andrena_sagittagalea,137
Andrenidae,Andrena,salicifloris,Andrena_salicifloris,359
Andrenidae,Andrena,salictaria,Andrena_salictaria,658
Andrenidae,Andrena,santaclarae,Andrena_santaclarae,19
Andrenidae,Andrena,sayi,Andrena_sayi,116
Andrenidae,Andrena,schuhi,Andrena_schuhi,443
Andrenidae,Andrena,scotoptera,Andrena_scotoptera,4
Andrenidae,Andrena,sculleni,Andrena_sculleni,4
Andrenidae,Andrena,scurra,Andrena_scurra,760
Andrenidae,Andrena,scutellinitens,Andrena_scutellinitens,88
Andrenidae,Andrena,segregans,Andrena_segregans,36
Andrenidae,Andrena,semipunctata,Andrena_semipunctata,141
Andrenidae,Andrena,senticulosa,Andrena_senticulosa,32
Andrenidae,Andrena,siccata,Andrena_siccata,5
Andrenidae,Andrena,sigmundi,Andrena_sigmundi,386
Andrenidae,Andrena,simontornyella,Andrena_simontornyella,4
Andrenidae,Andrena,simplex,Andrena_simplex,495
Andrenidae,Andrena,simulata,Andrena_simulata,31
Andrenidae,Andrena,sitiliae,Andrena_sitiliae,139
Andrenidae,Andrena,sladeni,Andrena_sladeni,37
Andrenidae,Andrena,sodalis,Andrena_sodalis,52
Andrenidae,Andrena,sola,Andrena_sola,248
Andrenidae,Andrena,solivaga,Andrena_solivaga,41
Andrenidae,Andrena,sonorensis,Andrena_sonorensis,11
Andrenidae,Andrena,sperryi,Andrena_sperryi,10
Andrenidae,Andrena,sphaeralceae,Andrena_sphaeralceae,108
Andrenidae,Andrena,spiraeana,Andrena_spiraeana,582
Andrenidae,Andrena,stipator,Andrena_stipator,16
Andrenidae,Andrena,striatifrons,Andrena_striatifrons,344
Andrenidae,Andrena,suavis,Andrena_suavis,279
Andrenidae,Andrena,subapasta,Andrena_subapasta,6
Andrenidae,Andrena,subaustralis,Andrena_subaustralis,232
Andrenidae,Andrena,subchalybea,Andrena_subchalybea,91
Andrenidae,Andrena,subdepressa,Andrena_subdepressa,25
Andrenidae,Andrena,sublayiae,Andrena_sublayiae,55
Andrenidae,Andrena,submaura,Andrena_submaura,4
Andrenidae,Andrena,submoesta,Andrena_submoesta,167
Andrenidae,Andrena,subnigripes,Andrena_subnigripes,36
Andrenidae,Andrena,subrubicunda,Andrena_subrubicunda,4
Andrenidae,Andrena,subtilis,Andrena_subtilis,544
Andrenidae,Andrena,subtrita,Andrena_subtrita,192
Andrenidae,Andrena,sulcata,Andrena_sulcata,22
Andrenidae,Andrena,surda,Andrena_surda,93
Andrenidae,Andrena,taeniata,Andrena_taeniata,17
Andrenidae,Andrena,tegularis,Andrena_tegularis,28
Andrenidae,Andrena,texana,Andrena_texana,30
Andrenidae,Andrena,thaspii,Andrena_thaspii,777
Andrenidae,Andrena,tildeni,Andrena_tildeni,3
Andrenidae,Andrena,timberlakei,Andrena_timberlakei,30
Andrenidae,Andrena,toluca,Andrena_toluca,34
Andrenidae,Andrena,tonkaworum,Andrena_tonkaworum,49
Andrenidae,Andrena,topazana,Andrena_topazana,277
Andrenidae,Andrena,toralis,Andrena_toralis,5
Andrenidae,Andrena,torulosa,Andrena_torulosa,244
Andrenidae,Andrena,transnigra,Andrena_transnigra,430
Andrenidae,Andrena,trapezoidea,Andrena_trapezoidea,37
Andrenidae,Andrena,trevoris,Andrena_trevoris,62
Andrenidae,Andrena,tridens,Andrena_tridens,779
Andrenidae,Andrena,trimaculata,Andrena_trimaculata,13
Andrenidae,Andrena,triquestra,Andrena_triquestra,6
Andrenidae,Andrena,trizonata,Andrena_trizonata,169
Andrenidae,Andrena,unicostata,Andrena_unicostata,36
Andrenidae,Andrena,utahensis,Andrena_utahensis,204
Andrenidae,Andrena,uvulariae,Andrena_uvulariae,17
Andrenidae,Andrena,vanduzeei,Andrena_vanduzeei,22
Andrenidae,Andrena,vandykei,Andrena_vandykei,247
Andrenidae,Andrena,venata,Andrena_venata,3
Andrenidae,Andrena,verbesinae,Andrena_verbesinae,41
Andrenidae,Andrena,verecunda,Andrena_verecunda,28
Andrenidae,Andrena,vespertina,Andrena_vespertina,7
Andrenidae,Andrena,vicina,Andrena_vicina,3337
Andrenidae,Andrena,vicinoides,Andrena_vicinoides,155
Andrenidae,Andrena,vidalesi,Andrena_vidalesi,27
Andrenidae,Andrena,vierecki,Andrena_vierecki,241
Andrenidae,Andrena,vinnula,Andrena_vinnula,37
Andrenidae,Andrena,violae,Andrena_violae,2591
Andrenidae,Andrena,virginiana,Andrena_virginiana,316
Andrenidae,Andrena,viridissima,Andrena_viridissima,13
Andrenidae,Andrena,vulpicolor,Andrena_vulpicolor,168
Andrenidae,Andrena,vulpoides,Andrena_vulpoides,26
Andrenidae,Andrena,waldmerei,Andrena_waldmerei,9
Andrenidae,Andrena,walleyi,Andrena_walleyi,40
Andrenidae,Andrena,washingtoni,Andrena_washingtoni,52
Andrenidae,Andrena,wellesleyana,Andrena_wellesleyana,142
Andrenidae,Andrena,wheeleri,Andrena_wheeleri,302
Andrenidae,Andrena,wilmattae,Andrena_wilmattae,211
Andrenidae,Andrena,winnemuccana,Andrena_winnemuccana,9
Andrenidae,Andrena,w-scripta,Andrena_w-scripta,2092
Andrenidae,Andrena,xanthigera,Andrena_xanthigera,4
Andrenidae,Andrena,zionensis,Andrena_zionensis,259
Andrenidae,Andrena,ziziae,Andrena_ziziae,1715
Andrenidae,Calliopsis,andreniformis,Calliopsis_andreniformis,9116
Andrenidae,Calliopsis,anomoptera,Calliopsis_anomoptera,613
Andrenidae,Calliopsis,anthidia,Calliopsis_anthidia,796
Andrenidae,Calliopsis,australior,Calliopsis_australior,303
Andrenidae,Calliopsis,barbata,Calliopsis_barbata,70
Andrenidae,Calliopsis,barri,Calliopsis_barri,35
Andrenidae,Calliopsis,beamerorum,Calliopsis_beamerorum,56
Andrenidae,Calliopsis,bernardinensis,Calliopsis_bernardinensis,23
Andrenidae,Calliopsis,boharti,Calliopsis_boharti,6
Andrenidae,Calliopsis,callops,Calliopsis_callops,783
Andrenidae,Calliopsis,callosa,Calliopsis_callosa,79
Andrenidae,Calliopsis,cazieri,Calliopsis_cazieri,6
Andrenidae,Calliopsis,chlorops,Calliopsis_chlorops,353
Andrenidae,Calliopsis,cincta,Calliopsis_cincta,24
Andrenidae,Calliopsis,coloradensis,Calliopsis_coloradensis,281
Andrenidae,Calliopsis,coloratipes,Calliopsis_coloratipes,134
Andrenidae,Calliopsis,comptula,Calliopsis_comptula,238
Andrenidae,Calliopsis,crypta,Calliopsis_crypta,138
Andrenidae,Calliopsis,deserticola,Calliopsis_deserticola,15
Andrenidae,Calliopsis,edwardsii,Calliopsis_edwardsii,1151
